fare_amount,fare_class,passenger_count,distance_in_kms,Weekday_name,Hour,Month_Day
16.5,1,1,8.23,6,14,22
6.5,0,1,0.94,4,10,14
24.1,1,2,11.39,6,22,15
8.9,0,3,2.87,4,14,14
14.5,1,5,5.86,5,5,24
15.3,1,2,5.46,5,9,17
4.5,0,1,0.94,7,18,16
6.1,0,1,1.26,2,13,18
7.3,0,1,1.99,6,22,15
22.5,1,1,10.35,5,18,24
8.1,0,3,2.85,1,23,19
8.1,0,1,1.22,7,13,16
8.5,0,1,2.1,6,9,22
5.7,0,1,2.26,7,6,23
7.7,0,1,2.81,7,21,23
9.7,0,1,2.83,3,18,13
15.7,1,1,4.75,6,15,22
5.7,0,1,2.23,5,11,24
11.7,1,1,3.45,7,22,23
8.1,0,1,1.6,2,10,11
29.3,1,1,14.27,3,19,20
8.1,0,1,3.73,5,8,24
49.6,1,1,20.56,3,12,13
10.9,1,1,4.07,1,17,12
5.3,0,1,0.71,7,9,16
9.3,0,1,1.73,7,11,16
7.3,0,5,2.18,4,1,14
8.1,0,1,2.42,5,7,17
8.1,0,1,1.26,3,13,13
40.5,1,1,17.56,2,14,18
7.3,0,1,1.44,7,12,23
14.9,1,1,2.77,7,22,16
14.1,1,1,7.29,6,20,22
6.1,0,1,2.46,4,6,21
12.1,1,1,6.15,7,7,23
13.7,1,1,4.19,3,18,13
6.5,0,1,1.83,7,21,16
9.7,0,2,2.7,4,17,21
3.7,0,1,0.96,4,20,14
4.9,0,1,0.82,5,2,24
37.07,1,2,9.74,4,18,14
4.9,0,1,1.34,4,21,14
6.1,0,1,1.06,6,9,15
5.3,0,1,1.52,1,5,12
45.0,1,1,18.83,4,8,14
4.9,0,1,1.21,7,0,23
4.1,0,1,0.68,6,12,15
10.9,1,1,3.9,2,13,18
8.1,0,1,2.53,5,0,17
31.47,1,2,9.28,3,11,20
4.1,0,2,0.8,4,0,14
4.9,0,1,1.44,3,23,20
6.1,0,1,2.51,2,13,18
12.9,1,1,5.68,7,0,23
7.7,0,4,2.6,6,9,15
10.1,1,1,3.88,3,18,13
6.5,0,1,2.67,6,22,22
24.1,1,1,9.84,6,19,22
8.1,0,1,2.69,5,12,17
6.5,0,1,1.45,6,17,15
8.9,0,1,2.94,1,22,12
4.1,0,2,0.68,7,2,16
6.5,0,1,2.05,3,22,20
12.9,1,1,4.13,6,5,22
8.1,0,3,1.67,1,5,19
7.3,0,1,1.57,6,17,22
14.9,1,2,5.01,4,11,21
5.3,0,1,1.09,1,20,19
20.9,1,1,7.06,3,10,13
14.5,1,2,1.1,3,17,13
8.1,0,2,2.59,6,8,22
3.7,0,1,1.21,4,6,14
4.1,0,2,0.65,5,6,24
7.3,0,1,3.1,2,12,18
4.9,0,1,1.99,6,5,15
8.1,0,1,1.34,1,16,12
4.5,0,1,0.91,7,19,23
8.9,0,1,0.07,6,22,22
8.5,0,1,3.01,7,13,23
49.57,1,1,22.17,1,22,12
4.9,0,1,1.95,5,10,17
3.7,0,1,0.43,1,20,19
18.1,1,3,3.62,7,18,16
6.1,0,3,1.27,5,22,24
7.3,0,1,2.83,6,18,15
16.5,1,3,4.88,7,22,23
5.3,0,4,1.34,3,12,13
5.3,0,5,1.41,2,3,25
4.5,0,2,0.57,5,13,17
8.9,0,1,2.25,1,9,19
5.7,0,3,1.36,5,21,17
5.3,0,1,1.11,1,7,19
3.3,0,1,0.72,6,19,15
5.3,0,1,1.18,3,10,13
4.5,0,1,1.1,3,21,20
16.1,1,1,6.58,7,9,16
10.1,1,1,3.39,3,19,13
4.5,0,1,0.78,3,18,20
10.5,1,1,6.3,6,1,15
13.3,1,1,4.81,5,22,17
5.3,0,1,0.71,6,9,15
5.3,0,1,1.47,1,6,19
8.1,0,1,3.02,3,23,20
8.9,0,1,2.97,7,14,16
16.9,1,1,4.83,6,17,22
10.9,1,1,2.09,6,16,15
5.7,0,2,1.29,7,21,23
20.1,1,1,7.57,7,17,16
16.1,1,1,3.98,6,7,22
8.9,0,1,3.11,1,20,12
8.9,0,1,2.16,2,2,18
5.3,0,1,1.95,4,11,14
4.1,0,1,1.09,5,9,17
18.9,1,1,7.59,6,10,15
4.1,0,1,0.42,3,2,20
9.7,0,1,1.01,1,21,12
2.9,0,1,0.41,1,13,12
11.3,1,1,5.04,2,11,18
18.9,1,1,0.07,7,17,16
49.57,1,1,18.15,2,21,11
4.5,0,2,1.16,2,3,18
25.87,1,1,9.95,3,16,13
6.9,0,2,2.63,3,13,20
29.47,1,2,7.84,6,9,15
12.1,1,1,3.29,4,8,14
4.9,0,2,1.76,2,16,11
22.1,1,1,9.99,1,14,19
7.7,0,1,2.56,1,16,12
6.9,0,1,1.6,6,13,22
6.9,0,1,1.53,4,11,21
12.5,1,1,4.21,3,18,20
20.5,1,2,8.61,5,20,24
10.5,1,2,2.51,7,22,23
6.1,0,2,1.42,5,20,17
15.7,1,1,7.5,6,17,15
8.1,0,1,1.91,1,2,19
4.9,0,1,1.17,2,0,25
6.9,0,3,2.41,1,16,19
7.3,0,1,1.52,2,13,11
44.9,1,1,21.12,4,11,21
6.1,0,1,2.13,6,22,22
4.5,0,1,1.3,3,8,13
5.3,0,1,1.37,6,10,15
32.4,1,1,9.52,1,18,19
10.5,1,1,3.97,3,12,13
14.9,1,3,6.58,2,2,25
8.5,0,2,2.58,7,12,23
17.7,1,1,6.02,7,1,16
5.3,0,1,1.49,3,16,13
8.5,0,1,2.38,3,8,13
10.5,1,2,5.03,2,9,11
5.7,0,1,2.15,3,22,13
4.1,0,2,0.74,1,15,19
14.5,1,4,3.71,2,0,18
5.7,0,1,1.25,1,20,19
18.1,1,2,4.97,4,13,14
6.5,0,1,2.77,6,7,22
14.1,1,1,4.88,2,1,18
9.7,0,1,3.79,4,19,21
12.5,1,1,4.97,2,22,18
5.7,0,1,1.68,1,19,12
16.1,1,2,6.2,6,23,15
45.0,1,1,20.99,4,5,21
4.5,0,1,1.33,6,8,22
49.57,1,3,17.59,1,10,12
3.7,0,1,0.37,2,20,18
5.3,0,1,1.72,6,20,15
4.9,0,1,1.46,7,7,23
5.7,0,1,1.31,1,19,12
9.3,0,2,3.05,7,1,23
4.5,0,1,0.75,7,20,16
8.1,0,1,2.71,3,5,20
4.5,0,1,1.75,3,17,20
4.9,0,1,1.15,6,6,22
8.1,0,1,2.91,1,9,12
4.9,0,1,1.39,7,12,23
10.9,1,1,1.27,3,14,13
8.1,0,1,3.43,2,1,18
8.5,0,1,4.14,6,21,22
15.7,1,1,6.21,2,2,25
5.3,0,5,1.51,5,8,24
6.5,0,1,1.68,5,10,17
10.1,1,1,3.45,6,18,22
11.3,1,1,4.59,5,22,17
4.9,0,1,1.34,3,9,20
4.5,0,1,1.4,4,0,14
6.5,0,1,1.89,7,10,23
34.8,1,1,10.13,1,10,12
7.7,0,1,3.44,5,11,17
13.7,1,2,2.56,3,22,13
6.5,0,1,1.92,1,20,19
10.5,1,2,4.49,6,21,15
11.3,1,2,3.83,6,16,22
8.9,0,2,3.87,5,18,24
7.3,0,1,1.11,3,9,20
11.3,1,4,3.4,2,0,18
11.7,1,1,3.12,7,10,16
11.7,1,1,4.59,5,23,24
4.5,0,1,1.03,2,5,11
6.5,0,1,1.86,1,17,19
5.7,0,1,1.2,1,18,19
6.5,0,1,4.71,3,19,20
4.5,0,2,1.26,5,23,17
49.57,1,2,22.3,1,13,12
7.3,0,1,1.62,4,16,21
5.3,0,1,1.28,7,18,23
4.9,0,1,0.91,1,17,12
18.9,1,3,2.54,5,0,17
5.7,0,1,0.98,4,14,14
4.9,0,1,0.54,2,15,18
3.3,0,1,0.9,2,12,18
6.9,0,1,1.13,7,21,23
4.9,0,2,1.52,2,2,18
4.5,0,1,1.2,7,7,16
5.3,0,1,1.74,1,7,12
11.7,1,3,3.57,5,17,17
13.7,1,1,5.11,7,12,23
10.1,1,2,1.3,5,23,17
4.5,0,2,1.09,2,11,11
4.9,0,1,1.07,7,19,23
6.5,0,4,1.78,5,15,17
8.5,0,1,2.01,6,12,22
4.5,0,1,1.22,2,14,18
4.9,0,1,1.12,5,14,24
7.3,0,2,2.25,7,7,16
4.1,0,1,0.84,7,23,23
8.1,0,1,3.58,1,0,19
3.7,0,1,0.52,3,21,20
10.9,1,2,4.75,1,5,19
4.1,0,1,0.8,6,16,22
8.1,0,1,1.27,4,14,14
6.1,0,1,1.44,2,4,18
5.7,0,1,1.59,6,23,15
4.5,0,2,1.37,7,1,23
9.7,0,2,2.97,7,21,16
9.3,0,2,2.75,6,11,15
5.7,0,1,8.68,6,9,22
4.9,0,1,1.23,3,12,13
2.9,0,1,0.36,7,22,16
2.9,0,1,0.09,4,19,14
9.7,0,1,2.92,1,11,19
12.1,1,1,3.68,1,18,19
12.1,1,1,5.79,4,8,21
5.7,0,1,1.12,2,18,18
5.7,0,1,1.97,1,10,12
3.7,0,1,0.6,6,11,15
7.3,0,1,2.11,5,16,24
8.9,0,1,3.3,1,23,12
10.1,1,1,2.09,7,7,16
13.7,1,3,4.76,1,0,12
3.7,0,1,0.76,2,16,18
4.5,0,1,1.1,2,20,11
9.3,0,1,4.41,4,1,21
5.7,0,1,0.81,7,13,16
4.5,0,3,1.16,4,2,14
9.3,0,1,2.6,6,12,22
17.3,1,1,7.49,3,8,13
4.9,0,1,1.61,5,15,24
20.1,1,1,8.26,5,10,24
15.3,1,1,6.58,4,20,21
6.9,0,1,2.8,5,22,24
9.7,0,1,3.95,5,22,24
3.7,0,3,0.96,5,18,17
7.7,0,2,1.59,2,1,25
5.7,0,1,1.8,1,8,12
3.7,0,1,0.47,2,4,18
11.3,1,1,3.53,2,23,18
5.3,0,1,1.06,3,14,13
8.9,0,1,1.5,4,15,21
6.9,0,2,2.09,4,10,14
5.7,0,1,1.26,7,7,16
7.3,0,1,3.59,2,9,11
4.1,0,1,1.17,1,17,19
7.7,0,2,2.31,2,3,18
9.3,0,1,2.54,3,21,13
4.5,0,3,1.0,5,19,24
4.5,0,1,1.37,5,13,24
8.1,0,1,2.27,4,11,14
7.3,0,1,2.38,7,7,23
7.3,0,1,2.92,5,1,24
7.7,0,1,1.61,1,17,19
10.5,1,1,3.56,2,14,18
7.7,0,1,2.25,3,10,20
6.1,0,5,1.73,3,18,20
8.5,0,2,2.56,4,11,21
16.1,1,1,5.95,4,0,21
17.3,1,1,4.64,7,15,16
4.9,0,1,1.18,6,22,22
6.9,0,1,2.28,2,10,18
10.9,1,1,3.45,6,19,15
9.3,0,1,4.0,4,18,21
14.1,1,4,6.36,5,22,17
4.5,0,1,0.85,5,16,24
4.5,0,1,0.98,7,21,16
3.7,0,3,0.55,5,21,17
9.7,0,1,4.0,7,21,16
7.3,0,4,1.93,4,23,14
10.5,1,1,3.28,7,20,23
5.3,0,1,1.58,2,2,18
6.1,0,1,1.92,3,23,20
6.5,0,1,1.82,7,22,23
8.9,0,1,2.85,2,22,18
4.1,0,1,0.61,5,1,17
10.9,1,2,1.85,6,8,15
14.1,1,1,2.05,4,13,21
8.1,0,1,1.1,7,10,16
5.7,0,3,1.61,7,11,16
6.9,0,2,3.13,5,23,24
8.1,0,1,2.47,6,23,22
4.9,0,1,0.83,4,16,21
7.7,0,1,2.29,7,0,16
8.5,0,3,1.62,1,10,12
7.3,0,1,1.96,6,15,15
5.3,0,1,1.06,4,7,14
8.5,0,1,4.17,3,16,13
4.9,0,1,1.42,1,6,12
10.9,1,1,3.74,3,7,13
8.1,0,1,2.8,5,22,17
8.9,0,2,3.97,7,16,16
4.1,0,1,0.64,1,18,12
8.5,0,1,2.74,5,1,17
2.9,0,1,0.27,1,11,12
12.1,1,1,2.56,2,15,18
5.3,0,1,1.83,3,12,13
11.3,1,1,4.98,6,7,22
7.7,0,2,1.79,6,16,15
4.1,0,1,0.94,7,10,16
6.5,0,1,1.8,3,15,20
11.3,1,1,4.46,5,18,24
5.3,0,1,1.22,2,7,18
6.9,0,1,2.64,5,3,24
13.7,1,1,6.17,3,20,13
4.5,0,1,1.06,2,8,18
3.7,0,1,0.67,2,17,18
6.9,0,1,1.88,1,10,19
30.5,1,1,14.88,3,1,13
4.9,0,4,1.22,7,16,23
5.7,0,1,1.56,3,23,20
24.5,1,1,13.67,7,3,23
6.5,0,2,1.45,3,10,20
3.7,0,1,0.82,6,20,15
9.7,0,2,4.61,5,23,24
47.3,1,1,18.16,2,19,18
6.1,0,1,2.16,3,7,20
12.9,1,1,4.29,5,14,17
11.7,1,1,6.54,5,2,17
4.1,0,1,0.72,7,8,23
4.5,0,1,0.62,3,22,13
6.9,0,4,2.37,3,0,13
12.5,1,1,4.03,7,10,23
7.7,0,1,1.94,1,18,19
4.5,0,1,0.78,6,18,22
7.3,0,1,1.86,1,7,19
8.5,0,1,2.79,3,9,20
8.9,0,1,2.5,5,19,24
18.1,1,2,8.24,1,3,19
15.7,1,1,7.04,5,18,17
6.1,0,1,1.59,6,18,22
45.0,1,1,20.54,2,5,11
5.7,0,2,1.14,7,0,16
6.1,0,1,1.36,3,14,13
4.5,0,1,1.17,3,19,20
3.7,0,1,0.67,7,0,23
22.27,1,2,7.35,3,22,20
8.5,0,1,2.4,1,11,19
8.1,0,1,3.66,6,16,22
6.9,0,1,1.32,1,8,19
16.9,1,1,7.11,3,5,20
10.9,1,1,4.29,2,23,11
4.9,0,1,0.84,6,9,22
9.3,0,1,3.34,5,12,17
8.1,0,1,2.5,4,20,14
13.3,1,2,5.96,7,14,16
11.7,1,1,6.51,2,7,11
12.5,1,4,4.51,5,17,24
11.7,1,2,2.75,5,20,24
5.7,0,1,1.3,3,8,13
7.3,0,1,3.9,5,4,24
10.5,1,1,3.42,4,17,14
9.3,0,1,2.2,6,12,22
5.7,0,1,2.38,6,21,15
9.3,0,1,3.45,7,13,16
3.7,0,1,0.68,6,16,22
5.7,0,1,1.49,6,14,15
5.7,0,1,1.54,2,1,18
16.5,1,1,3.07,5,3,17
10.5,1,3,3.43,5,21,17
6.1,0,1,2.25,5,2,17
19.3,1,1,8.47,2,0,25
9.3,0,1,1.45,1,9,12
7.7,0,5,2.42,3,2,13
6.9,0,1,1.95,6,17,15
9.7,0,1,4.6,5,13,24
10.9,1,4,2.85,6,19,15
9.7,0,1,4.45,2,22,11
6.1,0,1,2.37,4,19,21
9.3,0,1,1.42,7,9,23
7.7,0,1,2.65,4,18,14
12.9,1,2,4.23,5,11,17
3.7,0,1,0.51,1,12,19
5.3,0,1,1.13,1,17,19
16.9,1,2,7.4,2,14,11
26.27,1,1,9.35,2,8,11
12.5,1,1,3.4,6,23,22
7.7,0,1,2.21,3,10,13
8.1,0,1,4.1,2,18,11
7.7,0,1,0.94,7,7,23
11.3,1,2,4.15,2,2,18
6.1,0,1,2.8,2,13,18
4.5,0,1,0.93,7,14,16
17.7,1,1,5.22,5,20,17
6.1,0,1,1.25,4,17,21
9.3,0,1,1.87,5,20,24
18.5,1,1,6.25,4,7,21
5.3,0,1,1.68,7,7,16
14.1,1,1,1.27,3,13,13
3.7,0,1,0.79,1,9,19
25.07,1,1,7.67,6,20,15
8.1,0,2,2.2,2,13,11
24.9,1,2,8.92,7,16,16
6.9,0,2,1.66,7,14,16
6.1,0,1,1.11,5,20,24
15.7,1,1,2.8,1,21,19
15.3,1,1,6.24,7,18,16
14.5,1,1,5.47,5,10,17
12.9,1,1,4.42,5,10,17
6.5,0,1,1.48,4,9,14
9.3,0,1,4.29,5,7,17
9.7,0,1,2.57,5,21,17
6.9,0,1,2.48,7,17,16
16.9,1,1,5.28,6,9,15
12.5,1,1,5.81,2,2,18
10.1,1,1,2.77,3,15,20
45.0,1,1,21.46,1,5,12
11.3,1,1,3.07,6,9,22
9.7,0,1,3.13,5,10,17
7.7,0,1,3.05,2,18,18
6.5,0,1,1.2,5,23,24
14.9,1,2,6.15,2,5,11
12.9,1,4,2.87,7,18,23
3.7,0,1,0.76,4,14,14
10.5,1,1,2.66,7,19,23
6.9,0,1,1.07,1,16,19
15.3,1,1,5.28,3,22,13
4.9,0,2,1.01,5,12,24
10.1,1,1,16.39,3,19,13
4.9,0,1,0.74,1,5,12
10.1,1,1,4.35,4,23,21
6.1,0,1,2.06,1,14,12
19.7,1,1,6.19,1,21,19
4.1,0,1,0.53,3,22,13
8.9,0,1,1.91,1,13,19
16.5,1,1,3.86,5,16,24
10.1,1,1,4.22,5,21,17
8.9,0,1,3.96,2,18,18
8.1,0,1,3.19,1,6,19
7.7,0,1,3.46,5,4,24
22.1,1,1,9.01,3,1,20
15.3,1,1,7.38,1,16,12
6.9,0,1,2.22,3,6,13
7.3,0,1,2.59,6,9,15
14.9,1,1,5.59,7,20,23
14.9,1,3,8.09,4,0,21
5.3,0,2,1.33,4,23,14
5.3,0,2,0.73,5,3,24
4.9,0,3,1.58,1,10,19
15.7,1,4,6.7,5,23,24
15.3,1,2,2.82,2,13,18
49.57,1,2,20.25,5,15,24
11.3,1,4,3.43,6,21,15
5.7,0,1,0.95,2,1,18
6.1,0,1,1.44,1,14,12
13.3,1,2,5.98,5,21,24
6.9,0,1,1.98,4,8,21
4.9,0,1,0.8,2,13,18
5.3,0,2,0.92,6,18,22
15.3,1,3,6.0,6,23,15
6.1,0,1,1.66,4,8,14
5.3,0,1,2.03,7,9,23
6.9,0,1,2.46,4,11,14
13.7,1,1,5.76,7,21,23
6.9,0,2,1.32,7,8,16
13.3,1,1,5.98,5,20,24
6.5,0,1,1.79,4,21,14
5.3,0,2,1.35,7,19,16
7.7,0,1,2.42,5,14,17
11.7,1,1,2.94,6,10,22
3.7,0,1,0.63,4,20,21
6.9,0,1,1.62,2,17,18
17.7,1,1,4.5,2,18,11
5.7,0,1,1.56,7,6,16
8.9,0,1,0.55,3,10,20
18.5,1,1,7.56,7,11,23
6.9,0,1,2.1,6,3,15
4.5,0,1,0.9,1,8,12
8.5,0,1,2.88,2,17,18
6.5,0,2,2.39,5,8,17
4.5,0,1,0.92,2,0,18
4.1,0,1,0.88,6,8,15
4.5,0,1,0.73,4,17,21
12.5,1,1,4.98,5,21,17
4.9,0,1,1.15,4,9,21
4.5,0,1,0.73,2,18,11
9.7,0,1,4.96,4,2,21
2.9,0,2,0.53,5,12,17
8.5,0,4,1.66,1,14,19
6.5,0,1,1.6,7,23,23
16.1,1,1,6.3,6,6,22
32.67,1,3,9.85,1,17,12
5.7,0,1,1.73,6,1,22
5.3,0,1,1.85,4,7,21
26.1,1,1,14.32,4,10,21
6.9,0,1,1.95,1,19,19
45.0,1,1,3.66,1,23,12
10.9,1,1,3.06,4,14,21
6.5,0,3,2.16,1,19,12
12.1,1,2,4.2,3,23,13
7.7,0,1,2.69,5,4,24
5.3,0,1,1.64,2,10,18
6.5,0,1,2.57,5,15,17
4.5,0,1,0.77,3,9,13
14.9,1,1,7.35,2,20,11
13.7,1,1,7.64,5,1,24
11.7,1,3,3.96,1,20,19
18.9,1,1,5.25,6,14,22
8.1,0,1,2.3,7,9,23
3.3,0,1,0.79,2,19,11
19.87,1,1,6.94,3,15,20
5.7,0,1,1.27,7,1,16
8.9,0,1,4.05,6,10,22
17.7,1,1,3.2,2,15,11
5.7,0,1,2.09,4,7,21
6.1,0,1,1.84,6,20,15
4.9,0,2,1.31,6,8,15
9.7,0,1,3.68,7,19,16
7.7,0,1,2.59,1,5,12
8.1,0,3,2.41,6,20,15
6.5,0,1,2.21,1,14,19
5.3,0,1,1.81,6,2,15
8.1,0,2,1.29,6,22,22
5.7,0,1,1.41,1,18,19
7.3,0,2,2.15,3,4,13
12.9,1,4,3.53,7,18,23
5.7,0,1,1.55,4,19,21
13.7,1,1,5.53,6,3,15
5.3,0,2,1.6,5,11,24
4.9,0,1,1.18,6,2,15
18.5,1,1,7.1,7,23,23
8.5,0,3,2.11,3,16,20
4.5,0,1,0.37,5,17,17
20.1,1,1,10.77,3,1,20
9.7,0,1,2.9,1,14,19
22.9,1,1,10.83,5,6,24
6.1,0,1,0.51,3,6,13
7.7,0,1,2.17,3,14,20
4.5,0,1,0.82,4,15,14
4.9,0,1,0.93,7,16,16
45.0,1,1,1.88,1,17,12
6.9,0,1,2.62,4,23,14
4.5,0,1,0.74,3,19,20
4.5,0,2,0.87,7,19,23
5.3,0,1,1.82,6,19,22
7.7,0,2,1.81,1,16,12
8.1,0,1,2.78,5,14,24
6.5,0,1,1.51,7,18,16
3.3,0,1,0.64,4,17,21
10.1,1,1,2.78,2,15,11
9.7,0,1,2.74,5,12,24
6.5,0,1,2.19,6,21,22
6.1,0,1,1.51,4,18,14
3.7,0,1,0.72,3,8,13
4.5,0,1,1.11,4,10,14
45.0,1,1,1.09,2,6,11
8.5,0,1,2.25,4,7,21
7.3,0,1,1.6,3,15,13
29.7,1,1,2.75,5,3,24
3.7,0,2,0.45,5,20,24
6.1,0,1,2.01,7,15,16
6.1,0,2,1.48,5,20,24
8.5,0,2,1.28,7,20,16
7.7,0,1,2.27,4,20,14
8.1,0,2,3.23,4,19,14
6.9,0,3,2.7,6,9,22
6.9,0,1,2.17,4,8,14
12.5,1,2,3.98,5,23,17
23.47,1,1,6.64,1,7,19
4.5,0,1,1.14,1,6,19
5.7,0,1,2.33,3,23,20
4.9,0,1,1.31,3,20,20
10.9,1,1,3.39,2,17,18
20.5,1,1,4.98,4,13,21
4.9,0,1,1.14,5,17,17
10.5,1,1,4.78,7,22,23
5.7,0,1,0.8,3,12,13
12.9,1,2,6.0,2,1,18
4.9,0,1,1.17,3,12,13
8.9,0,1,2.05,3,11,20
13.7,1,1,5.32,2,19,18
4.9,0,1,0.91,7,23,16
6.1,0,1,1.07,4,7,14
4.9,0,1,1.3,1,6,19
8.1,0,1,3.12,6,10,15
8.5,0,1,2.26,1,17,12
11.7,1,2,4.11,7,15,23
7.3,0,1,2.71,2,22,11
4.9,0,2,0.86,5,13,17
6.9,0,1,1.84,2,10,18
4.5,0,1,1.0,3,10,13
8.1,0,3,1.21,7,17,16
6.5,0,1,2.32,6,18,15
18.5,1,1,9.35,7,4,16
14.1,1,1,2.78,7,16,16
15.3,1,1,6.94,3,18,13
13.7,1,1,3.22,7,10,16
12.1,1,3,3.35,5,13,24
4.5,0,2,1.16,6,20,22
3.7,0,1,1.19,6,16,22
8.9,0,3,4.34,2,7,18
7.7,0,1,2.16,6,9,22
4.5,0,1,1.21,3,14,20
10.9,1,2,2.71,4,17,14
6.5,0,1,2.94,4,20,14
4.5,0,1,1.84,2,10,11
12.1,1,1,5.13,3,19,20
13.3,1,2,5.55,7,20,16
6.9,0,1,16.98,7,16,23
45.0,1,1,23.25,7,4,16
4.5,0,1,0.95,1,19,12
5.7,0,1,1.57,7,18,16
4.1,0,1,0.72,2,21,18
5.7,0,1,1.43,5,1,24
4.9,0,1,0.94,3,2,13
7.3,0,1,2.32,1,19,12
3.7,0,1,0.84,6,19,15
9.3,0,1,3.09,2,10,11
23.47,1,1,7.9,4,19,14
4.5,0,3,0.88,1,10,19
8.1,0,1,3.47,4,19,14
7.3,0,1,1.96,5,22,17
7.3,0,1,2.68,3,10,13
13.3,1,5,5.95,6,0,15
8.5,0,1,4.37,4,4,14
6.5,0,1,0.81,4,14,14
8.5,0,1,1.81,7,11,16
3.3,0,2,0.77,4,16,14
14.9,1,1,4.53,6,23,22
4.1,0,1,0.77,6,7,15
6.9,0,1,2.79,3,19,20
8.5,0,2,1.71,1,12,12
25.7,1,1,12.07,5,21,24
6.5,0,1,1.98,2,19,18
8.5,0,1,2.31,2,0,25
6.5,0,1,1.98,1,20,12
9.7,0,1,4.69,1,19,12
4.5,0,1,0.75,6,0,22
8.9,0,1,3.2,2,0,25
6.9,0,1,3.32,3,12,20
3.7,0,1,0.48,7,11,16
2.5,0,1,0.07,1,16,19
6.5,0,1,2.02,3,14,13
4.1,0,1,0.85,5,15,24
6.1,0,1,1.23,2,20,18
10.9,1,1,3.94,6,9,22
11.7,1,1,4.77,1,20,19
5.3,0,2,1.33,5,21,17
7.3,0,1,2.48,6,22,22
6.9,0,1,1.44,3,10,13
12.1,1,1,3.99,6,14,22
10.5,1,1,3.7,4,7,21
10.1,1,1,2.59,6,0,22
6.1,0,3,0.65,3,17,20
4.5,0,1,1.4,2,16,18
28.1,1,1,12.1,5,0,24
20.9,1,1,6.78,5,13,17
22.9,1,2,9.84,3,0,20
7.3,0,1,1.35,6,13,22
4.9,0,1,1.13,1,22,19
9.7,0,1,4.28,4,10,14
4.5,0,1,0.91,4,18,21
7.7,0,2,3.15,7,23,23
6.1,0,1,1.73,3,7,13
8.9,0,1,2.73,1,20,19
6.1,0,1,2.25,2,11,11
4.5,0,2,0.48,6,21,22
31.6,1,2,5.97,7,8,23
6.5,0,1,1.75,2,15,11
3.7,0,1,0.8,6,22,22
13.7,1,1,5.99,1,22,12
8.5,0,2,2.56,6,22,22
5.7,0,1,1.53,7,7,23
8.9,0,1,2.75,6,19,15
6.9,0,1,2.34,4,18,14
10.5,1,1,3.62,5,18,17
6.5,0,1,1.84,2,10,11
6.5,0,1,2.22,6,23,15
4.5,0,1,1.46,3,22,20
4.1,0,2,1.45,4,6,21
6.1,0,1,1.44,6,21,22
22.9,1,1,9.14,5,10,17
12.5,1,1,1.67,1,17,12
4.1,0,1,0.79,7,2,23
16.1,1,1,7.19,2,17,11
6.5,0,1,1.12,7,9,23
3.7,0,1,0.7,7,14,16
5.3,0,2,1.27,1,22,12
16.9,1,2,5.44,3,18,20
5.7,0,1,0.74,7,20,16
6.5,0,1,2.22,2,10,11
14.1,1,1,6.15,1,22,12
7.3,0,1,2.27,1,5,19
8.5,0,1,3.69,6,1,15
10.9,1,2,3.61,1,8,12
6.1,0,1,2.06,7,2,23
7.3,0,1,2.05,7,19,16
10.1,1,1,2.95,4,9,21
4.9,0,1,1.38,6,22,22
16.5,1,1,6.12,7,16,16
4.9,0,1,0.9,7,14,16
10.5,1,1,4.0,1,13,19
8.1,0,2,2.01,3,19,13
18.5,1,1,6.53,2,19,18
5.7,0,1,1.07,1,8,19
6.5,0,1,1.59,6,13,15
6.5,0,1,2.51,2,0,18
3.3,0,2,0.51,2,17,11
7.3,0,1,2.11,1,5,12
8.1,0,1,3.19,2,0,25
4.9,0,1,1.19,2,17,11
4.9,0,4,1.07,7,21,16
5.3,0,2,1.03,2,20,18
7.3,0,1,1.66,3,10,20
6.9,0,3,1.98,4,16,14
34.19,1,2,19.92,3,1,13
9.3,0,1,3.07,4,20,14
7.3,0,1,2.61,1,22,12
6.5,0,1,2.52,5,9,17
9.7,0,2,3.04,2,21,11
7.3,0,1,1.49,2,11,18
8.5,0,3,3.9,4,18,21
5.3,0,1,1.72,4,15,14
4.9,0,1,0.96,6,22,22
12.5,1,3,3.85,4,20,21
12.9,1,2,3.72,6,12,15
5.3,0,1,0.93,5,9,24
8.9,0,1,2.6,2,13,18
32.9,1,1,10.44,6,22,22
4.9,0,1,0.65,7,10,16
4.9,0,1,1.36,4,19,21
3.3,0,1,0.68,3,18,20
4.9,0,1,1.35,4,20,14
2.9,0,1,0.38,1,16,12
14.1,1,1,3.5,3,13,20
12.9,1,1,5.18,2,13,18
7.7,0,1,1.97,1,7,12
6.9,0,1,1.99,6,23,15
7.7,0,1,2.44,3,6,20
4.9,0,2,2.09,4,1,21
22.9,1,1,8.56,1,22,12
5.7,0,1,1.47,4,16,14
9.7,0,1,2.06,7,10,23
7.3,0,1,1.49,5,11,17
7.3,0,1,2.12,7,19,23
10.5,1,1,2.95,7,9,16
9.3,0,1,3.51,1,16,12
20.9,1,1,9.58,7,14,23
6.9,0,2,1.97,2,22,11
4.9,0,1,0.88,4,21,14
4.9,0,1,1.42,7,22,16
10.5,1,1,2.14,6,15,22
4.1,0,1,0.65,6,17,15
10.9,1,1,3.12,3,17,20
7.3,0,2,1.93,7,22,23
10.5,1,1,5.07,3,18,20
4.9,0,1,1.01,7,6,23
6.9,0,1,1.18,4,13,14
